*** ACCU-RATES REPORT ***

Kinetic Parameters:
Km (95%): 4.666937 +/- 0.052592
Vmax (95%): 0.000985 +/- 8e-06

Initial Rates:
S0,v0
50.0,0.0009005193129251756
10.0,0.0006712871677811685
5.0,0.0005092474825233218
1.0,0.00017373983145947742
0.5,9.527624222341393e-05
0.1,2.0654199651458505e-05

***********************
*Approximate* Kinetic Parameters:
Km: 9.043852
Vmax: 0.001086

*Approximate* Initial Rates:
S0,v0
50.0,0.0008989149950298133
10.0,0.0005680999733459104
5.0,0.0004168898765569509
1.0,0.00010797678172856503
0.5,7.930016712360309e-05
0.1,1.9983218755520763e-05
