*** ACCU-RATES REPORT ***

Kinetic Parameters:
Km (95%): 1.013647 +/- 0.001023
Vmax (95%): 0.001001 +/- 1e-06

Initial Rates:
S0,v0
50.0,0.0009809790207093668
10.0,0.0009087510957974444
5.0,0.0008321625863440215
1.0,0.000497041706031169
0.5,0.00033061427327586273
0.1,8.987288617150088e-05

***********************
*Approximate* Kinetic Parameters:
Km: 1.059569
Vmax: 0.002167

*Approximate* Initial Rates:
S0,v0
50.0,0.0
10.0,0.0029994476092912383
5.0,0.003948833857104509
1.0,0.0
0.5,0.00032906175111499774
0.1,0.0
