*** ACCU-RATES REPORT ***

Kinetic Parameters:
Km (95%): 5.004669 +/- 0.006971
Vmax (95%): 0.99928 +/- 0.001019

Initial Rates:
S0,v0
0.1,0.019575811431678622
0.5,0.0907666179978189
1.0,0.16641722892568486
5.0,0.49940701233343493
10.0,0.6659796151473991
50.0,0.9083595841752382

***********************
*Approximate* Kinetic Parameters:
Km: 7.775199
Vmax: 1.043418

*Approximate* Initial Rates:
S0,v0
0.1,0.018846158228934727
0.5,0.07596137817553486
1.0,0.10529078222940909
5.0,0.4171375892935502
10.0,0.5802669697732245
50.0,0.9042266918169358
