*** ACCU-RATES REPORT ***

ACCU-RATES method not applied. Number of timepoints < 3.

Kinetic Parameters:
Km (95%): 0.575024 +/- 0.03345
Vmax (95%): 0.000508 +/- 1.8e-05

Initial Rates:
S0,v0
50.0,0.0005018678341365476
10.0,0.00048003631491524973
5.0,0.000455280152239964
1.0,0.0003223059172412565
0.5,0.0002361061496930378
0.1,7.52031860822583e-05

***********************
*Approximate* Kinetic Parameters:
Km: 0.425156
Vmax: 0.000536

*Approximate* Initial Rates:
S0,v0
50.0,0.0005072219716376883
10.0,0.0005058913461989282
5.0,0.0004914570860157275
1.0,0.0004217436672485249
0.5,0.0002882265820110634
0.1,8.559364214737108e-05
