*** ACCU-RATES REPORT ***

ACCU-RATES method not applied. Number of timepoints < 3.

Kinetic Parameters:
Km (95%): 3.179194 +/- 0.059678
Vmax (95%): 0.951626 +/- 0.015366

Initial Rates:
S0,v0
0.1,0.0290201265123695
0.5,0.12932537087662727
1.0,0.22770569318743306
5.0,0.5817359884186223
10.0,0.7220671574282147
50.0,0.894735572423854

***********************
*Approximate* Kinetic Parameters:
Km: 82263.086035
Vmax: 1434.470652

*Approximate* Initial Rates:
S0,v0
0.1,0.0
0.5,0.0
1.0,0.0
5.0,0.10077248017154215
10.0,0.0
50.0,0.905328066577078
