*** ACCU-RATES REPORT ***

Kinetic Parameters:
Km (95%): -12.115512 +/- 33.899884
Vmax (95%): -2.8e-05 +/- 0.000452

Initial Rates:
S0,v0
50.0,-3.6429147665026324e-05
10.0,0.00013047427127989717
5.0,1.9395646429255654e-05
1.0,2.4831956761835594e-06
0.5,1.1881521608375487e-06
0.1,2.2971964394132261e-07

***********************
*Approximate* Kinetic Parameters:
Km: 21.362559
Vmax: 0.000749

*Approximate* Initial Rates:
S0,v0
50.0,0.0005384194759359519
10.0,0.00021146858523535394
5.0,0.00014323455729281455
1.0,9.026796366397212e-06
0.5,5.418581323871148e-06
0.1,1.2534535937596463e-06
